,x,y,power,speed,spot_diameter,laser_current,signal,ID1,ID2,C1,C2,delta,scan_number
114,-27.750972747802734,-84.41766357421875,4800.0,1500.0,100.0,3311.0,1336.0,1.0,0.0,0.0,20.0,0.009580942802131176,32.0
115,-27.74199104309082,-84.42365264892578,4800.0,1500.0,100.0,4034.0,1326.0,1.0,0.0,0.0,20.0,0.010795371606945992,32.0
116,-24.743114471435547,-86.82634735107422,4800.0,1500.0,100.0,1288.0,539.0,1.0,0.0,0.0,20.0,3.842681646347046,33.0
117,-24.751346588134766,-86.81998443603516,4800.0,1500.0,100.0,3079.0,738.0,1.0,0.0,0.0,20.0,0.010404539294540882,33.0
118,-24.75995635986328,-86.81100463867188,4800.0,1500.0,100.0,4058.0,1124.0,1.0,0.0,0.0,20.0,0.0124404551461339,33.0
119,-27.758832931518555,-84.880615234375,4800.0,1500.0,100.0,1150.0,838.0,1.0,0.0,0.0,20.0,3.5664637088775635,34.0
120,-27.751720428466797,-84.8865966796875,4800.0,1500.0,100.0,3299.0,926.0,1.0,0.0,0.0,20.0,0.009293298237025738,34.0
121,-27.742366790771484,-84.89259338378906,4800.0,1500.0,100.0,4032.0,1003.0,1.0,0.0,0.0,20.0,0.011110850609838963,34.0
122,-24.966541290283203,-87.13435363769531,4800.0,1500.0,100.0,1277.0,693.0,1.0,0.0,0.0,20.0,3.568010091781616,35.0
123,-24.97515106201172,-87.12799072265625,4800.0,1500.0,100.0,3365.0,892.0,1.0,0.0,0.0,20.0,0.01070583239197731,35.0
124,-24.984506607055664,-87.119384765625,4800.0,1500.0,100.0,4056.0,1149.0,1.0,0.0,0.0,20.0,0.012711755000054836,35.0
125,-27.75845718383789,-85.35142517089844,4800.0,1500.0,100.0,1681.0,620.0,1.0,0.0,0.0,20.0,3.2894504070281982,36.0
126,-27.751346588134766,-85.35704040527344,4800.0,1500.0,100.0,3285.0,989.0,1.0,0.0,0.0,20.0,0.009060432203114033,36.0
127,-27.742366790771484,-85.36302185058594,4800.0,1500.0,100.0,4020.0,1032.0,1.0,0.0,0.0,20.0,0.010789552703499794,36.0
128,-25.190345764160156,-87.44049072265625,4800.0,1500.0,100.0,1494.0,620.0,1.0,0.0,0.0,20.0,3.2906970977783203,37.0
129,-25.198951721191406,-87.43450927734375,4800.0,1500.0,100.0,3189.0,759.0,1.0,0.0,0.0,20.0,0.010480467230081558,37.0
130,-25.208309173583984,-87.4259033203125,4800.0,1500.0,100.0,4092.0,1046.0,1.0,0.0,0.0,20.0,0.012713159434497356,37.0
131,-27.75845718383789,-85.82035827636719,4800.0,1500.0,100.0,1593.0,1046.0,1.0,0.0,0.0,20.0,3.013474702835083,38.0
132,-27.750972747802734,-85.82634735107422,4800.0,1500.0,100.0,3245.0,1172.0,1.0,0.0,0.0,20.0,0.009585708379745483,38.0
133,-27.742366790771484,-85.83271026611328,4800.0,1500.0,100.0,4103.0,1248.0,1.0,0.0,0.0,20.0,0.010702765546739101,38.0
134,-25.412275314331055,-87.74850463867188,4800.0,1500.0,100.0,1396.0,693.0,1.0,0.0,0.0,20.0,3.0165534019470215,39.0
135,-25.420883178710938,-87.74214172363281,4800.0,1500.0,100.0,3410.0,909.0,1.0,0.0,0.0,20.0,0.010704299435019493,39.0
136,-25.429866790771484,-87.733154296875,4800.0,1500.0,100.0,4068.0,1060.0,1.0,0.0,0.0,20.0,0.012707443907856941,39.0
137,-27.75845718383789,-86.29004669189453,4800.0,1500.0,100.0,1503.0,780.0,1.0,0.0,0.0,20.0,2.7395060062408447,40.0
138,-27.750972747802734,-86.29603576660156,4800.0,1500.0,100.0,3459.0,1003.0,1.0,0.0,0.0,20.0,0.009585708379745483,40.0
139,-27.742366790771484,-86.30239868164062,4800.0,1500.0,100.0,4081.0,1184.0,1.0,0.0,0.0,20.0,0.010702765546739101,40.0
140,-25.636451721191406,-88.05651092529297,4800.0,1500.0,100.0,1842.0,780.0,1.0,0.0,0.0,20.0,2.7407641410827637,41.0
141,-25.645061492919922,-88.04977416992188,4800.0,1500.0,100.0,3373.0,1003.0,1.0,0.0,0.0,20.0,0.010932155884802341,41.0
142,-25.653667449951172,-88.04116821289062,4800.0,1500.0,100.0,4150.0,1137.0,1.0,0.0,0.0,20.0,0.012170661240816116,41.0
143,-27.758832931518555,-86.76084899902344,4800.0,1500.0,100.0,1634.0,1086.0,1.0,0.0,0.0,20.0,2.4639275074005127,42.0
144,-27.751720428466797,-86.76646423339844,4800.0,1500.0,100.0,3516.0,1228.0,1.0,0.0,0.0,20.0,0.00906192883849144,42.0
145,-27.743114471435547,-86.77245330810547,4800.0,1500.0,100.0,4112.0,1397.0,1.0,0.0,0.0,20.0,0.010484823025763035,42.0
146,-24.331436157226562,-89.47080993652344,4800.0,1500.0,100.0,1805.0,645.0,1.0,0.0,0.0,20.0,4.349790573120117,43.0
147,-24.339672088623047,-89.4648208618164,4800.0,1500.0,100.0,3346.0,1032.0,1.0,0.0,0.0,20.0,0.010183298960328102,43.0
148,-24.348278045654297,-89.45808410644531,4800.0,1500.0,100.0,4134.0,1317.0,1.0,0.0,0.0,20.0,0.010929152369499207,43.0
149,-27.76369857788086,-87.2226791381836,4800.0,1500.0,100.0,0.0,856.0,1.0,0.0,0.0,20.0,4.081927299499512,44.0
150,-27.75845718383789,-87.22978973388672,4800.0,1500.0,100.0,1639.0,856.0,1.0,0.0,0.0,20.0,0.008833616971969604,44.0
151,-27.751346588134766,-87.23540496826172,4800.0,1500.0,100.0,3516.0,1259.0,1.0,0.0,0.0,20.0,0.009060432203114033,44.0
152,-27.742366790771484,-87.24139404296875,4800.0,1500.0,100.0,4113.0,1345.0,1.0,0.0,0.0,20.0,0.010793783701956272,44.0
153,-24.97028350830078,-89.47418212890625,4800.0,1500.0,100.0,0.0,759.0,1.0,0.0,0.0,20.0,3.559464693069458,45.0
154,-24.9781436920166,-89.46931457519531,4800.0,1500.0,100.0,1798.0,819.0,1.0,0.0,0.0,20.0,0.009245299734175205,45.0
155,-24.987125396728516,-89.46369934082031,4800.0,1500.0,100.0,3573.0,1073.0,1.0,0.0,0.0,20.0,0.010592538863420486,45.0
156,-24.9957332611084,-89.45658874511719,4800.0,1500.0,100.0,4124.0,1161.0,1.0,0.0,0.0,20.0,0.011164940893650055,45.0
157,-27.763324737548828,-87.6942367553711,4800.0,1500.0,100.0,0.0,942.0,1.0,0.0,0.0,20.0,3.281074047088623,46.0
158,-27.75808334350586,-87.70097351074219,4800.0,1500.0,100.0,1920.0,958.0,1.0,0.0,0.0,20.0,0.008535577915608883,46.0
159,-27.750972747802734,-87.70658874511719,4800.0,1500.0,100.0,3412.0,1172.0,1.0,0.0,0.0,20.0,0.009060432203114033,46.0
160,-27.742366790771484,-87.71220397949219,4800.0,1500.0,100.0,4161.0,1298.0,1.0,0.0,0.0,20.0,0.010275863111019135,46.0
161,-25.615867614746094,-89.47604370117188,4800.0,1500.0,100.0,0.0,567.0,1.0,0.0,0.0,20.0,2.7628118991851807,47.0
162,-25.624101638793945,-89.47080993652344,4800.0,1500.0,100.0,1827.0,567.0,1.0,0.0,0.0,20.0,0.009756610728800297,47.0
163,-25.63308334350586,-89.46519470214844,4800.0,1500.0,100.0,3601.0,838.0,1.0,0.0,0.0,20.0,0.010592538863420486,47.0
164,-25.642066955566406,-89.45771026611328,4800.0,1500.0,100.0,4148.0,1046.0,1.0,0.0,0.0,20.0,0.01169282104820013,47.0
165,-27.76407241821289,-88.16092681884766,4800.0,1500.0,100.0,0.0,892.0,1.0,0.0,0.0,20.0,2.4868764877319336,48.0
166,-27.758832931518555,-88.16766357421875,4800.0,1500.0,100.0,1941.0,942.0,1.0,0.0,0.0,20.0,0.008534406311810017,48.0
167,-27.751720428466797,-88.17365264892578,4800.0,1500.0,100.0,3642.0,1149.0,1.0,0.0,0.0,20.0,0.00929821003228426,48.0
168,-27.743114471435547,-88.18001556396484,4800.0,1500.0,100.0,4163.0,1269.0,1.0,0.0,0.0,20.0,0.010702765546739101,48.0
169,-26.262948989868164,-89.47567749023438,4800.0,1500.0,100.0,0.0,759.0,1.0,0.0,0.0,20.0,1.9671374559402466,49.0
170,-26.271183013916016,-89.47080993652344,4800.0,1500.0,100.0,2115.0,874.0,1.0,0.0,0.0,20.0,0.009565156884491444,49.0
171,-26.2797908782959,-89.46444702148438,4800.0,1500.0,100.0,3501.0,1161.0,1.0,0.0,0.0,20.0,0.010704299435019493,49.0
